TagName,DateTime,Value,StringValue
EQ02.POWER,2019-01-02 05:02:13,2.0,2
EQ02.TEMP,2019-01-02 05:02:24,1.0,1
EQ02.POWER,2019-01-02 05:02:31,6.0,6
EQ02.POWER,2019-01-02 05:02:35,2.0,2
EQ02.POWER,2019-01-02 05:02:39,1.0,1
EQ02.TEMP,2019-01-02 05:02:39,5.0,5
EQ02.TEMP,2019-01-02 05:02:44,3.0,3
EQ02.POWER,2019-01-02 05:02:46,2.0,2
EQ02.POWER,2019-01-02 05:02:49,8.0,8
EQ02.POWER,2019-01-02 05:02:50,8.0,8
EQ02.TEMP,2019-01-02 05:02:51,2.0,2
EQ02.POWER,2019-01-02 05:02:56,7.0,7
EQ02.POWER,2019-01-02 05:02:57,8.0,8
EQ02.POWER,2019-01-02 05:03:01,8.0,8
EQ02.TEMP,2019-01-02 05:03:02,4.0,4
EQ02.TEMP,2019-01-02 05:03:04,3.0,3
EQ02.TEMP,2019-01-02 05:03:12,1.0,1
EQ02.TEMP,2019-01-02 05:03:14,6.0,6
EQ02.TEMP,2019-01-02 05:03:22,1.0,1
EQ02.TEMP,2019-01-02 05:03:24,0.0,0
EQ02.TEMP,2019-01-02 05:03:29,4.0,4
EQ02.POWER,2019-01-02 05:03:30,3.0,3
EQ02.POWER,2019-01-02 05:03:34,4.0,4
EQ02.POWER,2019-01-02 05:03:35,2.0,2
EQ02.TEMP,2019-01-02 05:03:37,0.0,0
EQ02.TEMP,2019-01-02 05:03:40,1.0,1
EQ02.POWER,2019-01-02 05:03:41,4.0,4
EQ02.POWER,2019-01-02 05:03:42,2.0,2
EQ02.TEMP,2019-01-02 05:03:43,7.0,7
EQ02.TEMP,2019-01-02 05:03:44,7.0,7
EQ02.TEMP,2019-01-02 05:03:45,2.0,2
EQ02.POWER,2019-01-02 05:03:59,3.0,3
EQ02.TEMP,2019-01-02 05:03:59,0.0,0
EQ02.TEMP,2019-01-02 05:04:04,5.0,5
EQ02.POWER,2019-01-02 05:04:05,3.0,3
EQ02.TEMP,2019-01-02 05:04:10,8.0,8
EQ02.POWER,2019-01-02 05:04:13,0.0,0
EQ02.TEMP,2019-01-02 05:04:15,1.0,1
EQ02.TEMP,2019-01-02 05:04:17,6.0,6
EQ02.TEMP,2019-01-02 05:04:19,3.0,3
EQ02.POWER,2019-01-02 05:04:20,9.0,9
EQ02.POWER,2019-01-02 05:04:24,4.0,4
EQ02.POWER,2019-01-02 05:04:27,2.0,2
EQ02.POWER,2019-01-02 05:04:32,1.0,1
EQ02.TEMP,2019-01-02 05:04:32,8.0,8
EQ02.TEMP,2019-01-02 05:04:33,3.0,3
EQ02.TEMP,2019-01-02 05:04:35,7.0,7
EQ02.TEMP,2019-01-02 05:04:36,1.0,1
EQ02.TEMP,2019-01-02 05:04:39,2.0,2
EQ02.TEMP,2019-01-02 05:04:46,4.0,4
EQ02.TEMP,2019-01-02 05:04:47,0.0,0
EQ02.POWER,2019-01-02 05:04:48,6.0,6
EQ02.POWER,2019-01-02 05:04:49,1.0,1
EQ02.TEMP,2019-01-02 05:04:49,2.0,2
EQ02.POWER,2019-01-02 05:04:50,8.0,8
EQ02.TEMP,2019-01-02 05:04:51,8.0,8
EQ02.POWER,2019-01-02 05:04:54,4.0,4
EQ02.TEMP,2019-01-02 05:04:54,8.0,8
EQ02.POWER,2019-01-02 05:04:59,2.0,2
EQ02.TEMP,2019-01-02 05:05:01,4.0,4
EQ02.POWER,2019-01-02 05:05:05,4.0,4
EQ02.POWER,2019-01-02 05:05:12,6.0,6
EQ02.POWER,2019-01-02 05:05:14,1.0,1
EQ02.TEMP,2019-01-02 05:05:15,1.0,1
EQ02.POWER,2019-01-02 05:05:18,1.0,1
EQ02.TEMP,2019-01-02 05:05:21,8.0,8
EQ02.TEMP,2019-01-02 05:05:24,9.0,9
EQ02.POWER,2019-01-02 05:05:28,0.0,0
EQ02.POWER,2019-01-02 05:05:31,8.0,8
EQ02.TEMP,2019-01-02 05:05:32,7.0,7
EQ02.POWER,2019-01-02 05:05:42,4.0,4
EQ02.POWER,2019-01-02 05:05:45,2.0,2
EQ02.TEMP,2019-01-02 05:05:47,7.0,7
EQ02.TEMP,2019-01-02 05:05:51,9.0,9
EQ02.POWER,2019-01-02 05:05:52,6.0,6
EQ02.POWER,2019-01-02 05:05:55,0.0,0
EQ02.POWER,2019-01-02 05:05:56,8.0,8
EQ02.TEMP,2019-01-02 05:05:59,6.0,6
EQ02.TEMP,2019-01-02 05:06:00,7.0,7
EQ02.TEMP,2019-01-02 05:06:02,8.0,8
EQ02.POWER,2019-01-02 05:06:04,8.0,8
EQ02.TEMP,2019-01-02 05:06:04,5.0,5
EQ02.POWER,2019-01-02 05:06:05,2.0,2
EQ02.TEMP,2019-01-02 05:06:07,0.0,0
EQ02.POWER,2019-01-02 05:06:08,2.0,2
EQ02.TEMP,2019-01-02 05:06:08,5.0,5
EQ02.TEMP,2019-01-02 05:06:17,0.0,0
EQ02.POWER,2019-01-02 05:06:30,8.0,8
EQ02.TEMP,2019-01-02 05:06:36,2.0,2
EQ02.POWER,2019-01-02 05:06:37,1.0,1
EQ02.TEMP,2019-01-02 05:06:39,9.0,9
EQ02.POWER,2019-01-02 05:06:43,3.0,3
EQ02.POWER,2019-01-02 05:06:45,7.0,7
EQ02.TEMP,2019-01-02 05:06:45,9.0,9
EQ02.POWER,2019-01-02 05:06:46,7.0,7
EQ02.POWER,2019-01-02 05:06:49,7.0,7
EQ02.TEMP,2019-01-02 05:06:49,8.0,8
EQ02.POWER,2019-01-02 05:07:01,5.0,5
EQ02.POWER,2019-01-02 05:07:03,6.0,6
EQ02.POWER,2019-01-02 05:07:09,0.0,0
EQ02.TEMP,2019-01-02 05:07:09,0.0,0
EQ02.TEMP,2019-01-02 05:07:10,9.0,9
EQ02.POWER,2019-01-02 05:07:19,6.0,6
EQ02.POWER,2019-01-02 05:07:20,6.0,6
EQ02.TEMP,2019-01-02 05:07:25,0.0,0
EQ02.TEMP,2019-01-02 05:07:26,5.0,5
EQ02.TEMP,2019-01-02 05:07:30,0.0,0
EQ02.POWER,2019-01-02 05:07:33,3.0,3
EQ02.POWER,2019-01-02 05:07:34,9.0,9
EQ02.TEMP,2019-01-02 05:07:34,9.0,9
EQ02.POWER,2019-01-02 05:07:39,6.0,6
EQ02.TEMP,2019-01-02 05:07:41,3.0,3
EQ02.POWER,2019-01-02 05:07:42,0.0,0
EQ02.TEMP,2019-01-02 05:07:42,5.0,5
EQ02.POWER,2019-01-02 05:07:44,9.0,9
EQ02.POWER,2019-01-02 05:07:45,5.0,5
EQ02.POWER,2019-01-02 05:07:49,0.0,0
EQ02.TEMP,2019-01-02 05:07:49,3.0,3
EQ02.POWER,2019-01-02 05:07:51,1.0,1
EQ02.TEMP,2019-01-02 05:07:51,1.0,1
EQ02.POWER,2019-01-02 05:07:53,4.0,4
EQ02.TEMP,2019-01-02 05:07:54,5.0,5
EQ02.TEMP,2019-01-02 05:07:55,5.0,5
EQ02.POWER,2019-01-02 05:07:57,0.0,0
EQ02.POWER,2019-01-02 05:07:58,2.0,2
EQ02.TEMP,2019-01-02 05:07:58,1.0,1
EQ02.TEMP,2019-01-02 05:08:04,1.0,1
EQ02.TEMP,2019-01-02 05:08:06,7.0,7
EQ02.TEMP,2019-01-02 05:08:07,5.0,5
EQ02.TEMP,2019-01-02 05:08:08,9.0,9
EQ02.TEMP,2019-01-02 05:08:09,3.0,3
EQ02.POWER,2019-01-02 05:08:12,2.0,2
EQ02.TEMP,2019-01-02 05:08:15,6.0,6
EQ02.POWER,2019-01-02 05:08:17,1.0,1
EQ02.TEMP,2019-01-02 05:08:20,8.0,8
EQ02.POWER,2019-01-02 05:08:21,8.0,8
EQ02.TEMP,2019-01-02 05:08:23,6.0,6
EQ02.TEMP,2019-01-02 05:08:25,9.0,9
EQ02.POWER,2019-01-02 05:08:29,3.0,3
EQ02.POWER,2019-01-02 05:08:30,9.0,9
EQ02.POWER,2019-01-02 05:08:32,3.0,3
EQ02.TEMP,2019-01-02 05:08:33,8.0,8
EQ02.POWER,2019-01-02 05:08:35,5.0,5
EQ02.POWER,2019-01-02 05:08:42,1.0,1
EQ02.TEMP,2019-01-02 05:08:42,8.0,8
EQ02.POWER,2019-01-02 05:08:50,7.0,7
EQ02.POWER,2019-01-02 05:08:51,3.0,3
EQ02.TEMP,2019-01-02 05:08:51,3.0,3
EQ02.POWER,2019-01-02 05:08:55,7.0,7
EQ02.POWER,2019-01-02 05:08:56,8.0,8
EQ02.POWER,2019-01-02 05:08:59,8.0,8
EQ02.POWER,2019-01-02 05:09:03,2.0,2
EQ02.TEMP,2019-01-02 05:09:06,8.0,8
EQ02.TEMP,2019-01-02 05:09:07,5.0,5
EQ02.POWER,2019-01-02 05:09:08,4.0,4
EQ02.POWER,2019-01-02 05:09:10,8.0,8
EQ02.POWER,2019-01-02 05:09:14,8.0,8
EQ02.POWER,2019-01-02 05:09:16,8.0,8
EQ02.POWER,2019-01-02 05:09:18,2.0,2
EQ02.TEMP,2019-01-02 05:09:18,5.0,5
EQ02.TEMP,2019-01-02 05:09:23,7.0,7
EQ02.TEMP,2019-01-02 05:09:24,6.0,6
EQ02.TEMP,2019-01-02 05:09:26,1.0,1
EQ02.TEMP,2019-01-02 05:09:28,9.0,9
EQ02.POWER,2019-01-02 05:09:29,2.0,2
EQ02.TEMP,2019-01-02 05:09:31,1.0,1
EQ02.TEMP,2019-01-02 05:09:33,8.0,8
EQ02.POWER,2019-01-02 05:09:35,7.0,7
EQ02.TEMP,2019-01-02 05:09:35,6.0,6
EQ02.POWER,2019-01-02 05:09:38,0.0,0
EQ02.POWER,2019-01-02 05:09:39,5.0,5
EQ02.POWER,2019-01-02 05:09:46,9.0,9
EQ02.POWER,2019-01-02 05:09:49,4.0,4
EQ02.TEMP,2019-01-02 05:09:50,9.0,9
EQ02.TEMP,2019-01-02 05:09:51,9.0,9
EQ02.TEMP,2019-01-02 05:09:53,0.0,0
EQ02.TEMP,2019-01-02 05:09:55,2.0,2
EQ02.TEMP,2019-01-02 05:10:03,4.0,4
EQ02.TEMP,2019-01-02 05:10:04,1.0,1
EQ02.POWER,2019-01-02 05:10:07,6.0,6
EQ02.POWER,2019-01-02 05:10:10,8.0,8
EQ02.POWER,2019-01-02 05:10:13,2.0,2
EQ02.TEMP,2019-01-02 05:10:13,1.0,1
EQ02.TEMP,2019-01-02 05:10:17,6.0,6
EQ02.TEMP,2019-01-02 05:10:18,2.0,2
EQ02.TEMP,2019-01-02 05:10:19,2.0,2
EQ02.POWER,2019-01-02 05:10:21,5.0,5
EQ02.POWER,2019-01-02 05:10:27,8.0,8
EQ02.TEMP,2019-01-02 05:10:27,3.0,3
EQ02.TEMP,2019-01-02 05:10:34,1.0,1
EQ02.POWER,2019-01-02 05:10:36,3.0,3
EQ02.POWER,2019-01-02 05:10:39,9.0,9
EQ02.TEMP,2019-01-02 05:10:41,0.0,0
EQ02.POWER,2019-01-02 05:10:42,9.0,9
EQ02.POWER,2019-01-02 05:10:43,8.0,8
EQ02.TEMP,2019-01-02 05:10:44,5.0,5
EQ02.POWER,2019-01-02 05:10:45,0.0,0
EQ02.TEMP,2019-01-02 05:10:48,6.0,6
EQ02.POWER,2019-01-02 05:10:51,9.0,9
EQ02.TEMP,2019-01-02 05:10:52,3.0,3
EQ02.POWER,2019-01-02 05:10:53,2.0,2
EQ02.TEMP,2019-01-02 05:11:07,8.0,8
EQ02.TEMP,2019-01-02 05:11:12,2.0,2
EQ02.TEMP,2019-01-02 05:11:16,9.0,9
EQ02.POWER,2019-01-02 05:11:28,4.0,4
EQ02.TEMP,2019-01-02 05:11:43,5.0,5
EQ02.POWER,2019-01-02 05:11:44,8.0,8
EQ02.TEMP,2019-01-02 05:11:47,8.0,8
EQ02.TEMP,2019-01-02 05:11:48,5.0,5
EQ02.POWER,2019-01-02 05:11:52,4.0,4
EQ02.POWER,2019-01-02 05:11:55,6.0,6
EQ02.TEMP,2019-01-02 05:11:59,3.0,3
EQ02.TEMP,2019-01-02 05:12:01,5.0,5
EQ02.TEMP,2019-01-02 05:12:03,1.0,1
EQ02.TEMP,2019-01-02 05:12:06,7.0,7
EQ02.TEMP,2019-01-02 05:12:18,4.0,4
EQ02.TEMP,2019-01-02 05:12:20,9.0,9
EQ02.POWER,2019-01-02 05:12:22,2.0,2
EQ02.POWER,2019-01-02 05:12:25,4.0,4
EQ02.POWER,2019-01-02 05:12:31,4.0,4
EQ02.TEMP,2019-01-02 05:12:33,5.0,5
EQ02.POWER,2019-01-02 05:12:34,6.0,6
EQ02.TEMP,2019-01-02 05:12:35,3.0,3
EQ02.POWER,2019-01-02 05:12:38,1.0,1
EQ02.POWER,2019-01-02 05:12:43,8.0,8
EQ02.POWER,2019-01-02 05:12:45,3.0,3
EQ02.POWER,2019-01-02 05:12:47,1.0,1
EQ02.TEMP,2019-01-02 05:12:54,6.0,6
EQ02.TEMP,2019-01-02 05:13:00,5.0,5
EQ02.TEMP,2019-01-02 05:13:01,9.0,9
EQ02.POWER,2019-01-02 05:13:02,9.0,9
EQ02.TEMP,2019-01-02 05:13:02,5.0,5
EQ02.TEMP,2019-01-02 05:13:03,5.0,5
EQ02.TEMP,2019-01-02 05:13:06,4.0,4
EQ02.POWER,2019-01-02 05:13:09,2.0,2
EQ02.TEMP,2019-01-02 05:13:10,8.0,8
EQ02.POWER,2019-01-02 05:13:11,7.0,7
EQ02.TEMP,2019-01-02 05:13:13,2.0,2
EQ02.TEMP,2019-01-02 05:13:15,3.0,3
EQ02.POWER,2019-01-02 05:13:18,2.0,2
EQ02.POWER,2019-01-02 05:13:25,7.0,7
EQ02.POWER,2019-01-02 05:13:26,4.0,4
EQ02.TEMP,2019-01-02 05:13:26,4.0,4
EQ02.POWER,2019-01-02 05:13:30,9.0,9
EQ02.TEMP,2019-01-02 05:13:36,3.0,3
EQ02.TEMP,2019-01-02 05:13:37,2.0,2
EQ02.POWER,2019-01-02 05:13:38,0.0,0
EQ02.POWER,2019-01-02 05:13:39,4.0,4
EQ02.TEMP,2019-01-02 05:13:45,1.0,1
EQ02.POWER,2019-01-02 05:13:47,5.0,5
EQ02.TEMP,2019-01-02 05:13:49,8.0,8
EQ02.TEMP,2019-01-02 05:13:50,1.0,1
EQ02.POWER,2019-01-02 05:13:51,3.0,3
EQ02.TEMP,2019-01-02 05:13:51,7.0,7
EQ02.TEMP,2019-01-02 05:13:52,1.0,1
EQ02.POWER,2019-01-02 05:13:53,5.0,5
EQ02.POWER,2019-01-02 05:13:56,2.0,2
EQ02.POWER,2019-01-02 05:13:59,2.0,2
EQ02.POWER,2019-01-02 05:14:01,0.0,0
EQ02.TEMP,2019-01-02 05:14:01,8.0,8
EQ02.POWER,2019-01-02 05:14:03,0.0,0
EQ02.TEMP,2019-01-02 05:14:03,2.0,2
EQ02.POWER,2019-01-02 05:14:05,6.0,6
EQ02.TEMP,2019-01-02 05:14:08,2.0,2
EQ02.TEMP,2019-01-02 05:14:09,8.0,8
EQ02.POWER,2019-01-02 05:14:12,6.0,6
EQ02.TEMP,2019-01-02 05:14:25,5.0,5
EQ02.TEMP,2019-01-02 05:14:26,6.0,6
EQ02.POWER,2019-01-02 05:14:29,4.0,4
EQ02.TEMP,2019-01-02 05:14:30,2.0,2
EQ02.POWER,2019-01-02 05:14:31,9.0,9
EQ02.TEMP,2019-01-02 05:14:36,9.0,9
EQ02.TEMP,2019-01-02 05:14:39,0.0,0
EQ02.POWER,2019-01-02 05:14:42,2.0,2
EQ02.TEMP,2019-01-02 05:14:42,3.0,3
EQ02.TEMP,2019-01-02 05:14:43,1.0,1
EQ02.POWER,2019-01-02 05:14:46,4.0,4
EQ02.POWER,2019-01-02 05:14:47,9.0,9
EQ02.TEMP,2019-01-02 05:14:49,1.0,1
EQ02.TEMP,2019-01-02 05:14:51,9.0,9
EQ02.TEMP,2019-01-02 05:14:53,6.0,6
EQ02.TEMP,2019-01-02 05:15:00,9.0,9
EQ02.POWER,2019-01-02 05:15:04,4.0,4
EQ02.POWER,2019-01-02 05:15:08,1.0,1
EQ02.TEMP,2019-01-02 05:15:11,3.0,3
EQ02.POWER,2019-01-02 05:15:13,7.0,7
EQ02.POWER,2019-01-02 05:15:14,6.0,6
EQ02.POWER,2019-01-02 05:15:21,8.0,8
EQ02.TEMP,2019-01-02 05:15:21,4.0,4
EQ02.TEMP,2019-01-02 05:15:29,2.0,2
EQ02.POWER,2019-01-02 05:15:30,8.0,8
EQ02.TEMP,2019-01-02 05:15:36,6.0,6
EQ02.POWER,2019-01-02 05:15:37,0.0,0
EQ02.POWER,2019-01-02 05:15:38,0.0,0
EQ02.TEMP,2019-01-02 05:15:39,8.0,8
EQ02.TEMP,2019-01-02 05:15:40,8.0,8
EQ02.TEMP,2019-01-02 05:15:42,8.0,8
EQ02.POWER,2019-01-02 05:15:43,4.0,4
EQ02.TEMP,2019-01-02 05:15:46,3.0,3
EQ02.POWER,2019-01-02 05:15:55,7.0,7
EQ02.POWER,2019-01-02 05:15:58,4.0,4
EQ02.POWER,2019-01-02 05:15:59,3.0,3
EQ02.TEMP,2019-01-02 05:16:00,8.0,8
EQ02.TEMP,2019-01-02 05:16:01,3.0,3
EQ02.TEMP,2019-01-02 05:16:07,8.0,8
EQ02.POWER,2019-01-02 05:16:13,9.0,9
EQ02.POWER,2019-01-02 05:16:14,9.0,9
EQ02.TEMP,2019-01-02 05:16:14,3.0,3
EQ02.TEMP,2019-01-02 05:16:18,3.0,3
EQ02.POWER,2019-01-02 05:16:19,9.0,9
EQ02.TEMP,2019-01-02 05:16:19,3.0,3
EQ02.TEMP,2019-01-02 05:16:24,8.0,8
EQ02.TEMP,2019-01-02 05:16:27,3.0,3
EQ02.TEMP,2019-01-02 05:16:29,3.0,3
EQ02.POWER,2019-01-02 05:16:33,0.0,0
EQ02.TEMP,2019-01-02 05:16:37,0.0,0
EQ02.TEMP,2019-01-02 05:16:41,1.0,1
EQ02.POWER,2019-01-02 05:16:43,3.0,3
EQ02.TEMP,2019-01-02 05:16:43,4.0,4
EQ02.POWER,2019-01-02 05:16:44,5.0,5
EQ02.POWER,2019-01-02 05:16:46,4.0,4
EQ02.POWER,2019-01-02 05:16:49,0.0,0
EQ02.POWER,2019-01-02 05:16:53,0.0,0
EQ02.TEMP,2019-01-02 05:16:55,6.0,6
EQ02.POWER,2019-01-02 05:17:12,1.0,1
EQ02.TEMP,2019-01-02 05:17:12,6.0,6
EQ02.POWER,2019-01-02 05:17:13,4.0,4
EQ02.TEMP,2019-01-02 05:17:14,3.0,3
EQ02.POWER,2019-01-02 05:17:15,2.0,2
EQ02.POWER,2019-01-02 05:17:17,1.0,1
EQ02.TEMP,2019-01-02 05:17:18,8.0,8
EQ02.POWER,2019-01-02 05:17:22,9.0,9
EQ02.POWER,2019-01-02 05:17:24,7.0,7
EQ02.TEMP,2019-01-02 05:17:24,2.0,2
EQ02.POWER,2019-01-02 05:17:25,4.0,4
EQ02.POWER,2019-01-02 05:17:26,3.0,3
EQ02.POWER,2019-01-02 05:17:32,8.0,8
EQ02.TEMP,2019-01-02 05:17:35,3.0,3
EQ02.TEMP,2019-01-02 05:17:36,3.0,3
EQ02.POWER,2019-01-02 05:17:37,2.0,2
EQ02.TEMP,2019-01-02 05:17:39,5.0,5
EQ02.POWER,2019-01-02 05:17:40,6.0,6
EQ02.TEMP,2019-01-02 05:17:42,4.0,4
EQ02.TEMP,2019-01-02 05:17:47,9.0,9
EQ02.POWER,2019-01-02 05:17:50,9.0,9
EQ02.TEMP,2019-01-02 05:17:52,2.0,2
EQ02.TEMP,2019-01-02 05:17:59,0.0,0
EQ02.TEMP,2019-01-02 05:18:01,5.0,5
EQ02.TEMP,2019-01-02 05:18:05,6.0,6
EQ02.POWER,2019-01-02 05:18:07,6.0,6
EQ02.TEMP,2019-01-02 05:18:09,9.0,9
EQ02.POWER,2019-01-02 05:18:10,3.0,3
EQ02.TEMP,2019-01-02 05:18:11,1.0,1
EQ02.POWER,2019-01-02 05:18:14,1.0,1
EQ02.POWER,2019-01-02 05:18:15,8.0,8
EQ02.TEMP,2019-01-02 05:18:17,2.0,2
EQ02.POWER,2019-01-02 05:18:25,1.0,1
EQ02.POWER,2019-01-02 05:18:26,9.0,9
EQ02.POWER,2019-01-02 05:18:27,5.0,5
EQ02.TEMP,2019-01-02 05:18:29,7.0,7
EQ02.POWER,2019-01-02 05:18:32,6.0,6
EQ02.TEMP,2019-01-02 05:18:32,6.0,6
EQ02.TEMP,2019-01-02 05:18:34,3.0,3
EQ02.TEMP,2019-01-02 05:18:36,7.0,7
EQ02.POWER,2019-01-02 05:18:38,8.0,8
EQ02.TEMP,2019-01-02 05:18:40,4.0,4
EQ02.POWER,2019-01-02 05:18:41,0.0,0
EQ02.TEMP,2019-01-02 05:18:41,3.0,3
EQ02.TEMP,2019-01-02 05:18:42,9.0,9
EQ02.TEMP,2019-01-02 05:18:43,5.0,5
EQ02.POWER,2019-01-02 05:18:44,3.0,3
EQ02.TEMP,2019-01-02 05:18:47,2.0,2
EQ02.POWER,2019-01-02 05:18:48,7.0,7
EQ02.TEMP,2019-01-02 05:18:48,8.0,8
EQ02.TEMP,2019-01-02 05:18:51,2.0,2
EQ02.POWER,2019-01-02 05:18:53,4.0,4
EQ02.TEMP,2019-01-02 05:18:55,9.0,9
EQ02.POWER,2019-01-02 05:18:56,3.0,3
EQ02.TEMP,2019-01-02 05:19:01,8.0,8
EQ02.POWER,2019-01-02 05:19:03,0.0,0
EQ02.TEMP,2019-01-02 05:19:08,5.0,5
EQ02.TEMP,2019-01-02 05:19:13,6.0,6
EQ02.POWER,2019-01-02 05:19:17,7.0,7
EQ02.TEMP,2019-01-02 05:19:18,0.0,0
EQ02.TEMP,2019-01-02 05:19:19,2.0,2
EQ02.POWER,2019-01-02 05:19:20,2.0,2
EQ02.TEMP,2019-01-02 05:19:20,0.0,0
EQ02.POWER,2019-01-02 05:19:21,0.0,0
EQ02.POWER,2019-01-02 05:19:27,5.0,5
EQ02.POWER,2019-01-02 05:19:29,7.0,7
EQ02.POWER,2019-01-02 05:19:36,5.0,5
EQ02.TEMP,2019-01-02 05:19:40,1.0,1
EQ02.TEMP,2019-01-02 05:19:44,1.0,1
EQ02.POWER,2019-01-02 05:19:45,2.0,2
EQ02.TEMP,2019-01-02 05:19:45,8.0,8
EQ03.BATCH,2019-01-02 05:19:47,,B10028
EQ03.STATUS,2019-01-02 05:19:47,0.0,0
EQ03.TEMP,2019-01-02 05:19:52,8.0,8
EQ03.POWER,2019-01-02 05:19:57,1.0,1
EQ03.POWER,2019-01-02 05:19:58,5.0,5
EQ03.POWER,2019-01-02 05:19:59,5.0,5
EQ03.TEMP,2019-01-02 05:20:00,7.0,7
EQ03.TEMP,2019-01-02 05:20:01,2.0,2
EQ03.TEMP,2019-01-02 05:20:05,7.0,7
EQ03.POWER,2019-01-02 05:20:13,8.0,8
EQ03.POWER,2019-01-02 05:20:14,4.0,4
EQ03.TEMP,2019-01-02 05:20:14,4.0,4
EQ03.TEMP,2019-01-02 05:20:15,8.0,8
EQ03.POWER,2019-01-02 05:20:16,9.0,9
EQ03.TEMP,2019-01-02 05:20:16,9.0,9
EQ03.TEMP,2019-01-02 05:20:20,2.0,2
EQ03.TEMP,2019-01-02 05:20:21,4.0,4
EQ03.TEMP,2019-01-02 05:20:22,6.0,6
EQ03.TEMP,2019-01-02 05:20:25,7.0,7
EQ03.TEMP,2019-01-02 05:20:26,0.0,0
EQ03.TEMP,2019-01-02 05:20:28,0.0,0
EQ03.TEMP,2019-01-02 05:20:29,7.0,7
EQ03.TEMP,2019-01-02 05:20:30,5.0,5
EQ03.TEMP,2019-01-02 05:20:32,5.0,5
EQ03.TEMP,2019-01-02 05:20:34,1.0,1
EQ03.TEMP,2019-01-02 05:20:36,9.0,9
EQ03.POWER,2019-01-02 05:20:38,7.0,7
EQ03.POWER,2019-01-02 05:20:39,7.0,7
EQ03.TEMP,2019-01-02 05:20:40,4.0,4
EQ03.TEMP,2019-01-02 05:20:41,5.0,5
EQ03.POWER,2019-01-02 05:20:43,8.0,8
EQ03.POWER,2019-01-02 05:20:44,9.0,9
EQ03.TEMP,2019-01-02 05:20:44,0.0,0
EQ03.TEMP,2019-01-02 05:20:52,7.0,7
EQ03.TEMP,2019-01-02 05:20:55,4.0,4
EQ03.POWER,2019-01-02 05:20:56,2.0,2
EQ03.POWER,2019-01-02 05:20:58,1.0,1
EQ03.POWER,2019-01-02 05:20:59,1.0,1
EQ03.POWER,2019-01-02 05:21:04,9.0,9
EQ03.POWER,2019-01-02 05:21:10,1.0,1
EQ03.TEMP,2019-01-02 05:21:18,4.0,4
EQ03.TEMP,2019-01-02 05:21:19,5.0,5
EQ03.TEMP,2019-01-02 05:21:20,3.0,3
EQ03.TEMP,2019-01-02 05:21:23,1.0,1
EQ03.TEMP,2019-01-02 05:21:28,0.0,0
EQ03.POWER,2019-01-02 05:21:33,0.0,0
EQ03.TEMP,2019-01-02 05:21:33,1.0,1
EQ03.POWER,2019-01-02 05:21:36,8.0,8
EQ03.POWER,2019-01-02 05:21:40,1.0,1
EQ03.TEMP,2019-01-02 05:21:40,1.0,1
EQ03.POWER,2019-01-02 05:21:41,2.0,2
EQ03.POWER,2019-01-02 05:21:43,7.0,7
EQ03.POWER,2019-01-02 05:21:44,9.0,9
EQ03.TEMP,2019-01-02 05:21:47,6.0,6
EQ03.POWER,2019-01-02 05:21:48,0.0,0
EQ03.POWER,2019-01-02 05:21:50,4.0,4
EQ03.POWER,2019-01-02 05:21:51,5.0,5
EQ03.POWER,2019-01-02 05:21:52,0.0,0
EQ03.TEMP,2019-01-02 05:21:56,9.0,9
EQ03.POWER,2019-01-02 05:22:01,8.0,8
EQ03.POWER,2019-01-02 05:22:03,2.0,2
EQ03.TEMP,2019-01-02 05:22:03,8.0,8
EQ03.POWER,2019-01-02 05:22:04,1.0,1
EQ03.POWER,2019-01-02 05:22:06,6.0,6
EQ03.POWER,2019-01-02 05:22:07,5.0,5
EQ03.TEMP,2019-01-02 05:22:08,1.0,1
EQ03.POWER,2019-01-02 05:22:11,2.0,2
EQ03.POWER,2019-01-02 05:22:13,3.0,3
EQ03.POWER,2019-01-02 05:22:16,7.0,7
EQ03.TEMP,2019-01-02 05:22:16,6.0,6
EQ03.POWER,2019-01-02 05:22:18,0.0,0
EQ03.POWER,2019-01-02 05:22:28,2.0,2
EQ03.TEMP,2019-01-02 05:22:28,7.0,7
EQ03.TEMP,2019-01-02 05:22:29,5.0,5
EQ03.TEMP,2019-01-02 05:22:34,3.0,3
EQ03.TEMP,2019-01-02 05:22:43,7.0,7
EQ03.TEMP,2019-01-02 05:22:45,4.0,4
EQ03.TEMP,2019-01-02 05:22:47,7.0,7
EQ03.POWER,2019-01-02 05:22:48,7.0,7
EQ03.TEMP,2019-01-02 05:22:48,5.0,5
EQ03.POWER,2019-01-02 05:22:50,1.0,1
EQ03.TEMP,2019-01-02 05:22:53,9.0,9
EQ03.TEMP,2019-01-02 05:22:54,4.0,4
EQ03.POWER,2019-01-02 05:22:55,2.0,2
EQ03.POWER,2019-01-02 05:22:57,4.0,4
EQ03.POWER,2019-01-02 05:22:59,7.0,7
EQ03.TEMP,2019-01-02 05:22:59,6.0,6
EQ03.TEMP,2019-01-02 05:23:04,5.0,5
EQ03.TEMP,2019-01-02 05:23:08,0.0,0
EQ03.TEMP,2019-01-02 05:23:09,8.0,8
EQ03.TEMP,2019-01-02 05:23:17,8.0,8
EQ03.TEMP,2019-01-02 05:23:20,3.0,3
EQ03.TEMP,2019-01-02 05:23:21,2.0,2
EQ03.POWER,2019-01-02 05:23:22,9.0,9
EQ03.TEMP,2019-01-02 05:23:22,0.0,0
